0NO0000001	이름 : 페이서 
0NO3000104	이 홀로테이프에는 근접 무기 스킬북을 만드는 데 필요한 요소가 들어 있다.
0NO3000105	이 홀로테이프에는 수리 스킬북을 만드는 데 필요한 요소가 들어 있다.
0NO3000106	이 홀로테이프에는 과학 스킬북을 만드는 데 필요한 요소가 들어 있다.
0NO3000107	이 홀로테이프에는 은신 스킬북을 만드는 데 필요한 요소가 들어 있다.
0NO3000108	이 홀로테이프에는 화술 스킬북을 만드는 데 필요한 요소가 들어 있다.
0NO3000109	이 홀로테이프에는 생존 스킬북을 만드는 데 필요한 요소가 들어 있다.
0NO3000110	이 홀로테이프에는 격투 스킬북을 만드는 데 필요한 요소가 들어 있다.
0NO3000111	이 홀로테이프에는 싱크 내 인공지능 중 "전등 스위치 02"의 업그레이드 파일이 들어 있다.
0NO3000112	이 실험에서 당신은 평범한 고등학교에 다니는 학생 파일 세 건을 수단 방법 가리지 말고 회수해야 합니다. 기본 보안 프로토콜이 가동되었습니다.
0NO3000113	[CRLF]성공조건: 학생 파일 세 건 회수.
0NO3000114	실패조건: 보안 시스템에 의해 파일 회수 실패.
0NO3000115	이 실험에서 당신은 평범한 고등학교에 다니는 학생 파일 세 건을 수단 방법 가리지 말고 회수해야 합니다. 음파 방사기의 필드 분열기 정전용량 모듈을 사용하는 것이 수색에 도움이 될 것입니다. 프로텍트론과 기본 보안 프로토콜이 가동되었습니다.
0NO3000118	이 실험의 매개 변수는 아직 미완료 상태입니다. 개조심하세요.
0NO3000119	이 홀로테이프에는 X-8 생체역학 합성 단말기에서 사용 가능한 개와 로보토마이트의 합성 데이터가 들어 있다.
0NO3000120	이 홀로테이프에는 X-8 생체역학 합성 단말기에서 사용 가능한 로봇과 나이트스토커의 합성 데이터가 들어 있다.
0NO3000121	이 홀로테이프에는 X-8 생체역학 합성 단말기에서 사용 가능한 개와 로봇의 합성 데이터가 들어 있다.
0NO3000122	알았어, 알았다고. 실험해보도록 해. 더 이상 귀찮게 하지 말고. 난 우리로 돌아가 녀석들을 막대기로 좀 더 찔러 봐야겠네. 자극 받으면 능력이 발동될지도 모르니까. 조만간 다른 프로젝트의 주임 감독관들이 들를 텐데, 그 전에 뭔가 성과를 내야만 하네!
0NO3000124	슬라우가 어디다 간식거리를 숨겨야 칼리스한테 들키지 않을까 궁리하며 밥만 축내는 동안, X-8의 신기술들 중 하나를 모딩해 보았다. 위층에 있는 인텔리 놈들처럼 박사 학위를 따진 못했지만, 난 엄마 뱃속에서부터 프로그래밍을 해 왔다고. 결국 그 반푼이 녀석들이 놓친 수많은 중복 코드와 지수 루프 버그를 찾아냈다. 내 픽스라면 그 녀석들이 골머리 썩이던 K9 무기의 연사력을 향상시킬 수 있을 거다. 이걸 녀석들 책상에 슬쩍 올려놓으면, 어쩌면 시제품에 적용될 수도 있겠지. 혹시 알아? 이 픽스를 내가 만들었단 걸 알게 되면 저 샌님들이 날 다시 보게 될 지도.
0NO3000125	대체 왜 자꾸 나한테 이런 메시지들을 보내는 건가? 자넨 내 사무실 바로 맞은 편에 있잖아. 할 말 있음 직접 튀어와서 말해. 끊임없이 메시지 보내면서 내 시간 낭비하지 말고!
0NO3000127	혈액 검사 결과, 눈에 띄는 차이점은 없었습니다. 그나저나 계속 소몰이 막대로 찔러대다간 사전에 주입했던 약물들과 화학 반응이 일어날까봐 염려됩니다. 우리는 처음 보는 생물을 다루고 있어요. 뇌내 화학물의 변화 때문에 박사님의 고된 연구가 망쳐지는 건 보고 싶지 않습니다. 이 짐승들을 어떻게든 통제할 수만 있다면, 녀석들은 전쟁에 값을 따질 수 없을 정도로 귀중한 전력이 될 겁니다.
0NO3000128	[CRLF]-패리스 조수
0NO3000129	오늘 아침 연구실에 들어오니 실험체들이 엄청 난폭해져 있더군요. 식단에 변화가 있었나요? 허락하신다면 몇가지 실험을 해보고 싶습니다만.
0NO3000131	최근 자네의 작업 능률이 심각하게 저하한 것 같더군. 요 몇 달 간 체중이 눈에 띄게 증가한 것 때문으로 보이네. 마침 동물 실험을 통해 체중감소와 행동력 향상을 유도하는 임플란트를 개발한 참이야. 분명 아직 임상 실험은 못해봤지만, 난 이 임플란트가 완벽하게 안전하다고 확신하네. 그리고, 연구실에서 군것질은 삼가하도록. 한번 더 카메라에 얼룩을 묻히면 시설 내 음식 반입을 전면 금지하겠어.
0NO3000133	박사님께서 주문하신 소몰이 막대가 오늘 도착했습니다. 부디 우리 보안 시스템은 내부 위협이 아닌 외부 침입을 막기 위해 설계되었다는 사실을 상기해 주시길 바랍니다. 실험체에게 실험을 하게 될 경우, 사전에 동물 실험 시설에 통지해 주십시오. 음파 방사기 건으로 알게 되셨듯이 우리 포스 필드는 급격한 전력 변동에 취약합니다.
0NO3000134	[CRLF]-햄 대위
0NO3000135	경비 보안실
0NO3000136	모두 잘 통제하고 있으니 걱정 마시오. 도움이 필요하게 되면 말씀드리리다. 조만간 패리스가 배송물을 받으러 들를 거요.
0NO3000138	어이 친구! 난 그동안 X-8 녀석들이 개발한 새 장난감의 테스트를 도와주고 있었어. 봐봐, 개의 뇌를 사용해 목표를 추적하는 총이야! 나더러 격발 코드 좀 만져보라길래 이 모드를 만들었지. 다음에 거기 갈 일 있으면 이것 좀 시험해 줄래? 곧 주임 감독관들이 X-13을 방문하는데 칼리스가 그 준비를 나한테 맡긴 데다가, 새 보안 요건에 맞춰 포탑을 설치하라 해서 바빠 죽겠거든.
0NO3000139	고마워!
0NO3000140	이게 마지막 경고다, 버츠. 필드 매뉴얼 안에 만화책 숨겨놓고 읽는 거 다 봤어. 날 속일 생각 마, 이 궁둥이 새끼야. 한번 더 걸리면 쉬는 시간 내내 방사기 어레이 청소나 하도록 징계를 내릴 테니.
0NO3000142	대체 왜 저 지랄이야?! "라 판토마!" 최신화를 읽고 있었을 뿐인데, 그 불평꾼 칼리스는 나보고 궁둥이 새끼라고 하더라. 궁둥이 새끼라니, 하하 존나 웃기지. 성이 버츠(Butz)라서 초딩 때부터 별명이 궁둥이(Butts)였던 건 어떻게 알고. 거만한 새끼 같으니. 미안, 하소연할 데가 필요했어.
0NO3000143	[CRLF]-버츠
0NO3000144	케일의 최신 펌웨어 업데이트를 슈트에 업로드했다. 이번만큼은 그녀가 자기 능력의 한계를 넘어선 것 같다. 자체 업데이트 펌웨어를 추가한 건 매우 기발했다. 업그레이드 시 슈트는 실험 도중 착용자에 맞춰 스스로 시스템을 조정하고, 온라인 상태가 되면 업데이트 요소를 해금시킨다. 이건 슈트 설정 조정에 낭비할 시간을 엄청나게 절약해 줄 거다.
0NO3000145	[CRLF]메모- 케일에게 내 악명 높은 특제 '전투 칵테일'을 한 통 만들어 주자.
0NO3000146	모리와 함께 장갑을 흉부에 맞추는 작업을 하던 중, 착용자의 민첩성을 크게 향상시킬 방안을 몇가지 생각해냈다. 레딩이 새로 개발한 고무 처리된 완충 화합물을 손바닥 및 쉽게 마모되는 부분 위주로 적용했다. 슈트가 착용자에 맞게 조정되기만 하면, 개선의 효과는 명백해질 것이다.
0NO3000147	케일 연구원이 슈트 소프트웨어에 큰 약진을 이룬 것이 내게도 영감을 주었다. 기본 다리 뼈대에 고급 서보 완충제를 추가함으로써 중앙 제어 모듈과 주고받는 데이터의 해상도를 향상시킬 수 있었다. 이 녀석들을 흉부에 장착하면, 착용자는 배리어 밑을 림보로 지나갈 때 조차도 마치 달리는 것처럼 빨리 움직일 수 있을 것이다!
0NO3000148	X-13의 다양한 실험 때문에 멘도자가 고생하는 걸 지켜보던 중, 인계철선 방사기의 치명적인 결함을 발견했다. 숙련된 과학자 혹은 전자기기 수리에 관한 고급 지식을 갖춘 자라면, 방사기 케이스를 열고 IFF 회로를 해킹해 현재 피실험체를 인식하지 못하게 만들 수 있다. 이번 주에 있을 주임 감독관들의 방문 이후, 시설에 들러 케이스를 강화할 방법을 알아봐야겠다.
0NO3000150	일전에 차야노프 연구원이 시켜서 시설 앞부분을 진행하며 인계철선과 근접 지뢰를 시험했는데, 슈트 때문에 계속 살이 까진다. 모리는 새 펌웨어 업데이트가 슈트의 동기화 능력을 향상시켰다고 했지만, 잘 모르겠다. 하체 부분은 계속 내 다리를 옭아매고 몸통은 우스꽝스러울 정도로 꽉 낀다. 아무래도 슬라우의 사물함에서 팬시 라즈 훔쳐 먹는 걸 관둬야겠다.
0NO3000151	해제 코드: 646F6E7470616E6963
0NO3000152	신형 원자 레이저가 거대 로봇 전갈의 발전기에 엄청난 부담을 주고 있다. 이 망할 놈이 지난 주 무기 실험이 한참 진행 중일 때 멋대로 꺼져 버렸다.
0NO3000153	[CRLF]레이저 출력을 25% 낮추자고 강력하게 주장했지만, 놈들은 대신 로봇 전갈의 등에 보조 발전기를 박아 넣더군. 위험한 짓이다. 이곳의 시스템은 동시에 두 곳에서 동력을 공급 받도록 설계되지도 않았고, 만에 하나 웬 신참 기술자가 보조 발전기를 너무 빨리 작동시킬 경우... 으음...
0NO3000154	거대 로봇 전갈이 "딱 한 번" 공격 루틴 오류를 일으켰을 뿐이건만, 결국 높으신 분들의 명령에 따라 긴급 종료 기능을 추가했다. 제발 사용할 일이 없기를. 긴급 종료를 했다간 프로토타입 시스템이 완전히 맛이 가 몇 주 동안 켜지지도 않을 거다. 바로 실전에 투입할 수 있는 모델을 반년 내로 군에 납품해야 하는데, 이미 프로젝트는 너무 지연된 상태다.
0NO3000155	K9000 사이버독 건의 뇌를, 어쩐지 활기찬 느낌이 드는 붉은 바이오젤 서스펜션에 담긴 더욱 공격적이고 충성스러운 사이버독의 뇌로 업그레이드하기 위한 설계도이다.
0NO3000156	이 실험을 완료하기 위해서는 음파 방사기가 필요합니다. 만약 음파 방사기를 지급 받지 못했거나 분실했을 경우, 실험 구역에 들어가기 전까지 빅 MT 호스트에 연락하여 지급 받으시길 바랍니다.
0NO3000157	[CRLF]추가사항: 인력 감축으로 인해 앞으로 새 음파 방사기는 싱크 중앙 인공지능에게서 지급 받게 됩니다.
0NO3000158	Y-17 트라우마 억제복에 문제가 생겼습니다. 어젯밤 X-12 연구원 해리스 씨가 야근 중 안타깝게도 버팔로 조롱박 씨앗이 목이 걸려 사망했습니다만, 무슨 이유인지 그의 억제복이 꺼지질 않아요. 게다가 오작동을 일으키며 해리스 씨가 다른 직원들을 공격하게 만들었습니다. 이 사태를 해결할 만한 시제품이 있다면 빌려주실 수 있나요?
0NO3000159	[CRLF]-밥
0NO3000160	이 메시지의 첨부파일은 EM 펄스파 모듈이 포스 필드 방출기에 미치는 효과에 관해 내가 수집한 데이터이다. 실험용 프로토타입 무기를 보낼 테니, 무기의 EMP 효과로부터 방출기를 보호할 방도를 찾아 신속히 올렌에게 전달하라.
0NO3000162	전쟁 전 수용소에 온 지 이틀째다. 여긴 대전쟁 전 중국인들을 가뒀던 곳이다. 죄수들은 이미 방사능으로 인해 변이된지라, 목걸이를 찬 채 수용소 안에 갇혀 있다 (이제야 왜 이 "노예 목걸이"가 만들어졌는지 알 것 같다. 분명 전쟁 전 기술이라 항상 궁금했는데). 목걸이의 주파수를 연구해 보니 매우 민감한데다, 회로 설계가 복잡하고 분해하는 데 시간도 꽤 걸린다. 로봇들에게 들키지 않게 각별히 주의해야한다. 그 미친 뇌들이 다시 돔으로 날 끌고 가... 연구하려 들 테니 말이다.
0NO3000163	전에 만났던 배달부는 흔적도 안 보인다. 그가 날 방해하지 않는다면 나도 그를 방해할 생각은 없다. 그가 말한 "시에라 마드레"에 대해 생각해 봤는데... 그의 말이 사실이라면, 카지노 라디오 주파수를 찾아 추적하기만 하면 된다. 그의 도움은 필요 없다. 홀로그램과 독성 가스가 아직 그대로 있다면, 방해할 로봇도 없을 테니 훨씬 수월히 연구할 수 있겠지. 그리고 그 자판기들 역시... 유용하게 쓰일 것 같다.
0NO3000164	나흘째, 여전히 연구 중이다... 몇 번인가 구울 대가리를 날려버리는 실패 끝에 겨우 폭탄 목걸이를 비활성화하는 방법을 알아냈다. 구울 한 놈만 문쪽으로 달려들어도 전부 대가리가 터질 터라 유인하기가 더럽게 어려웠다. 염병할 목걸이, 까다롭기는.
0NO3000165	[CRLF]...멘타츠를 줄여야겠다. 편두통이 심해진다.
0NO3000166	돔과 로봇들을 감시할 라디오를 설치하는 동안, 맞은 편 빌딩에서 뭔가 반짝이는 것(조준경인가?)을 본 것 같다. 
0NO3000167	혹시 감시 당하고 있는 건지도 모르니 확인해 봐야겠다... 혹시 그 배달부인가?
0NO3000168	아니, 그라면 숨지 않고 당당히 찾아왔을 것이다. 내 직감에 의하면 저건 다른 놈이다.
0NO3000169	가상현실 시뮬레이션에 콩을 추가한 나님에게 영광 있으라! 난 잭과 콩나무 얘기라면 환장하거든, 친구! 칼리스가 지랄하지 않았으면 좋겠는데. 너도 그놈 조심해. 별 거 아닌 일에도 깐깐하게 구는 놈이야. 그 자식이 주임 감독관들 앞에서 금주법을 발의하는 바람에 내 전투 칵테일 증류기를 X-12의 창고로 옮겨야 했었다고.
0NO3000170	[CRLF]-모리
0NO3000171	가상현실 시뮬레이션이 고장났다고?! 젠장! 소프트웨어 안에 버그가 있었나 보네. 하느님 제발, 슈트 시스템이 망가지지 않기를! 주말 내내 모리를 위해 펌웨어 업데이트를 했단 말야. 일단 칼리스한테는 "전력 문제"가 있어서 슈트의 현실공간 실험 준비가 끝날 때까진 렙콘 실험에 집중하겠다고 말해 두자.
0NO3000172	[CRLF]-케일
0NO3000173	[CRLF]추신: 이 메시지는 읽고 나서 바로 지워. 칼리스가 이거 갖고 나 갈구는 건 싫거든.
0NO3000174	여기는 신호 송신용 언덕 옥상보다 훨씬 낫군. 라디오 타워의 신호도 잘 잡히고 북쪽 터널도 가깝다. 포탑 경계선과 송신기를 설치했으니, 로봇들이 오기 전에 기차를 원격 제어해서 탈출할 수 있겠지. 고장난 시큐리트론들은 방어선을 구축하기에 딱 알맞다. 아무래도 돔에 있는 뇌들은 이 시큐리트론을 제어할 수 없는 듯하다.
0NO3000175	[CRLF]그 배달부와... 그 여자의 흔적은 보이지 않는다. 내가 양쯔에서 했던 말이 맞았다. 난 감시 당하고 있었다. 아마 날 "심판"하러 온 브라더후드의 암살자겠지. 우습게도 심판 받은 건 그녀 쪽이다. 로봇의 습격 이후, 그녀가 의료 로봇에게 남동쪽으로 끌려가는 걸 보았다... 아마 전두엽 절제를 당할 테니, 이제 그녀에 대한 걱정은 안 해도 될 것 같다.
