0NO0000001	First Name: Pacer
0NO3000182	I heard one of the execs mention that whether Sinclair knew it or not, the Sierra Madre would be a "test case" for the Auto-Doc and the Innovative Toxins research. Maybe they were joking, but even that kind of a joke sends a chill down my spine... if I got poisoned by one of those toxins, no way would I crawl inside one of the Y-17 Auto-Docs here if my life depended on it. The medical tech for those trauma suits alone makes me wish they'd erase their research - the suits do more thinking than the people inside them.
0NO3000183	Got the funding from Sinclair. Near as I can tell, he's willing to not only bankrupt himself for these devices, he's struck a deal with the Big MT executives, letting the Villa become a lab for the supposedly-harmless prototype tech here. I've seen the Big MT execs do this with other isolated towns (Hopeville Meteorological research up north), and the whole process, it's not what I signed up for.
0NO3000184	We finished up the design for the dispensers for the Sierra Madre villa as requested. That big-wig Sinclair went to the Big MT execs; he wanted emergency dispensers for his sheltered Villa in case war broke out and they needed to care for the survivors there. He's done everything he can to isolate the community and tighten security, now he just needs to guarantee a food supply and be able to ration out resources in the event of nuclear holocaust. I hear he even narrowed the streets so cars couldn't come inside town, let alone come up to the Villa.
0NO3000185	Spending a lot of hours getting the Vera Keyes hologram looking right. I'm a physicist, not a sculptor - iterating on her facial features and her dress to match Sinclair's expectations... it's about enough to make me file a complaint. I don't get the sense Sinclair's doing this out of love or well, lust.
0NO3000186	Somewhere along the line, he became cold about the whole matter, as if crafting the hologram "just right" was something he hated.
0NO3000187	If it wasn't for Sinclair's request, this hologram project would've been canned long ago. In addition to the dispenser tech he wants for the Sierra Madre, he spoke to the Big MT execs about using the holograms for defense (?), that's something N.E. would have to sign off on; I can't even imagine the cost to turn the holograms into something beyond walking cameras and greeters. And why would you? It's only been a little while, and I already hate spending my time with these ghosts walking around the plant. Rather see the research money spent on actually improving the field of view sensors or adding upgrades to the emitters.
0NO3000188	I'm sending over the K9000 Cyberdog Gun. It should do the trick. Let me know if you have any operational questions.
0NO3000189	-Adam
0NO3000190	We've had another unfortunate occurrence. While attempting to destroy Mr. Harris's Trauma Harness, the disaster control team member carrying the gun slipped and fell, dropping the weapon. Unarmed, the team had to flee and seal off the lab. Unfortunately, your K9000 Cyberdog Gun Prototype was sealed inside X-12.
0NO3000192	The Y-17 Trauma Harness has succeeded beyond our wildest expectations! The test harnesses were able to take over the motor functions of an injured subject and "walk" them back to home base.
0NO3000193	We'll have to see what develops once it's recorded enough neuro-auto-muscular movements to display a wider range of behaviors... to think, if they could be programmed to replicate a wearer's shooting or fighting reflexes, we'd have something truly amazing for the war effort!
0NO3000194	The government shipped in the first batch of dissidents today. Three whole trainloads of Communist infiltrators. Half of them don't even speak English, so we had to show them where to go with our nightsticks. They got the point eventually. The docs are already talking about "research subjects." Guess that'll help advance the war effort.
0NO3000195	One of the prisoners who speaks a little English - I guess he's become the unofficial spokesman - came to the commandant's office today screaming about hungry ghosts snatching his people up in the night. The commandant told him to give up the ignorant superstitions of a bygone era and had him thrown in the cooler for three weeks. Me, I've seen some of the new robots they're developing here, and I gotta wonder where they get the brains from.
0NO3000196	Another escape attempt last night. We rounded them all up and processed the escapees, but these little bastards are determined. We've got triple shifts on the camp around the clock, and the extra hours are eating up morale. Commandant says he's put in a requisition to use the camp as a field test for the new "total pacification collars" the scientists have been working on. Maybe then I can get some goddamn sleep.
0NO3000197	This holotape contains the functionality profile for the Sink robotic assistant: "Central Intelligence Unit."
0NO3000198	With my dying breath, I write that I hate the VR Simulation so much! It has killed us. Now, I will kill it.
0NO4000001	Jesus, this place is a hellhole. I heard it was bad from some of the guys coming back, but... Jesus. Henriksen bought it when one of those unexploded warheads went off, and Jenkins... those things got him. I don't know what they were exactly - ghouls, maybe, but nasty fuckers. LT thinks they were drawn by the explosion that killed Henriksen. I think we're all gonna die here.
0NO4000002	Initial recon of the Divide has met with heavy resistance. These ghouls - the troopers have started calling them "Marked Men" - are smarter than the typical ferals we're used to. Yesterday we found some old Pre-War cages they've used to capture Deathclaws - God knows what they were planning to do with them, but one of the things must have escaped, judging from the carnage. I've ordered double watches until we find it.
0NO4000003	Eyebot Maintenance Bay Status:
0NO4000004	Pod 1 - INACTIVE/Unoccupied. Power diverted to Eyebot synthesis pod in main launch chamber.
0NO4000005	Pod 2 - ACTIVE/Occupied. Estimated Eyebot damage: 0% Please contact an administrator to remove this Eyebot from its pod.
0NO4000006	Pod 3 - INACTIVE/Unoccupied. Power diverted to Eyebot synthesis pod in main launch chamber.
0NO4000007	If you find this, my name is James Rubinek. I'm a trader from the Hub - thought I'd found a new route to markets east. Guess now I know why no routes go through this Godforsaken place. Leg's broken, can't get out, and even if I could there's those crazed ghouls and those digging things waiting for me.
