///Project Nevada	
PJN0000001	쓰리 슈터
VAN0001444	만나서 반가워, 알이라도 사러왔어?
VAN0001445	다시 보네!
VAN0001446	나랑 같이 놀까?
VAN0001447	네버모어는 제 할일을 하고 있어. 다 네 덕분이야, 다시 말하지만 정말 고마워.
VAN0001448	네버모어는 봤어?
VAN0001449	돌아 왔구나, 네버모어 일은 정말 고마웠어! 넌 정말 멋져!
VAN0001450	잘 지냈어? 알이라도 사갈래?
VAN0001451	배고파?
VAN0001452	잘 지냈어? 팬시에게 줄 알 가져가는 거니?
VAN0001453	요즘 어때? 팬시에게 줄 알 가져가는 거니?
VAN0001454	어서와 이방인, 뭐 해줄까?
VAN0001455	뭐 해줄까?
VAN0001456	오늘은 뭐 해줄까?
VAN0001457	공동 주택에 온걸 환영해 이방인.
VAN0001458	그렇게 보지마!
VAN0001459	안녕! 여기서 뭐하는지 물어보진 않을게, 얼굴에 다 써있는걸 뭐! 오는 길이 힘들지는 않았어?
VAN0001460	요즘 피터 어떻게 지내는지 알아?
VAN0001461	안녕 내친구, 잘 지냈어?
VAN0001462	손님이네! 뭐 필요한거 있어?
VAN0001463	여기있는게 누군지 알아? 겟코 사냥꾼 이시다! 혹시 가죽가진거 있어?
VAN0001464	난 겟코 사냥이 좋아!
VAN0001465	자 여기 커피.
VAN0001466	안녕 그래, 좀비들은 다 다진고기로 만들었어?
VAN0001467	안녕, 좀비들은 다 죽었어? 내말은 진짜로 죽었냐고?
VAN0001468	안녕! 그 조그마한건 뭔지 물어봐도 돼?
VAN0001469	계곡 공원에 어서와! 네가 이 "다이노 스페셜"수트를 충분히 즐겼으면 좋겠어.
VAN0001470	네가 기대하는 특별한 것도 있어! 뭐? 그게 뭐냐구?, 아무튼 기대해.
VAN0001471	어서오세요. 선생님
VAN0001472	어서오세요. 마담.
VAN0001474	망할 인간! 항상 놀라게 하는군! 뭐하러 왔어? 지금 뭐 보고 있는거야?
VAN0001475	저기 나좀 도와줄래?
VAN0001476	치즈 한조각을 집어든다.
VAN0001478	당신은 너무 춥다!
VAN0001479	바네사는 굿스프링 살롱으로 돌아갔다.
VAN0001480	캠프파이어 활성화
VAN0001481	캠프파이어 비활성화
VAN0001482	캠프파이어 레시피 보기
VAN0001483	요리 :)
VAN0001485	바네사의 가방은 당신을 더 강하게 만들어 줄 것이다!
VAN0001486	바네사는 지독한 충성 스펠을 얻었다!
VAN0001487	난다!
VAN0001488	그만 난다.
VAN0001489	고마워 부바! 당신의 매력과 잠금해제 기술이 증가한다!
VAN0001490	매력이 떨어진다... 당신은 부바를 잃었다...
VAN0001491	바네사는 어떻게 설득을 해야 하는지 알았다: 공짜 물!
VAN0001492	뿅가다!
VAN0001493	브란트 오토닥. 옵셀릿.
VAN0001494	##%% *crypted*##FuCkIt**
VAN0001495	화장실로 가라.
VAN0001496	화살표를 따라가 앉으시오!
VAN0001497	바네사는 럭키 38로 갔다
VAN0001498	당신은 대단히 매력적이다!
VAN0001499	당신은 대단히 볼품없다...
VAN0001500	바네사는 아무 말도 하지 않았지만 ... 매우 슬퍼보였다.
VAN0001501	그래도 그녀에게 거짓말은 하지 않았기에, 그녀는 당신을 존중해줬다.
VAN0001502	당신은 새로운 대화 옵션을 찾을수 있을 것입니다..
VAN0001503	무정부주의자의 요리책, 1971 년에 처음 출판 된 이 책은 폭발물, 초보자 용 통신 프리 킹 장치 및 기타 품목의 제조에 대한 지침이 들어있다.또한 LSD를 포함한 불법 약물 제조법도 포함되어 있다.
VAN0001504	이것은 베트남 전쟁에서 미국의 개입을 반대한 반 문화주의자 수장 윌리엄 파월이 썼다.
VAN0001505	깔개 제거
VAN0001506	문을 숨긴다
VAN0001508	책에서 바네사의 아빠에 관한 쪽지를 찾아라.
VAN0001509	아빠가 말하길 자기 이름은 할아버지가 가장 좋아했던 만화책 캐릭터에서 따왔다고 했다 , 프론쉬이스 캐시디, 프리쳐 시리즈의 등장하는 아일랜드 혈통 뱀파이어", 개스 에니스, 스티브 딜란 작."
VAN0001510	살롱은 임시휴업중이다. 나중에 다시 오자.
VAN0001511	아이시스
VAN0001512	바네사는 위스키 6병, 스팀팩 6개, 메드X 6개가 필요하다. 모두 구하면 다시 오자!
VAN0001513	당신은 핍보이로 시드의 메시지를 받았다!
VAN0001514	축: 당신은 와일드 웨이스트랜더 퍽을 얻었다!
VAN0001515	바네사와 함께하는 당신의 폴아웃은 평소보다 더 우스꽝스러워 질것이다.
VAN0001516	바네사는 이제 기타를 연주할수 있다!
VAN0001517	물론 기타연주를 하기위해선 기타가 그녀의 인벤토리에 있어야한다!
VAN0001518	Go to:  Menu/questions/can you play
VAN0001519	바네사는 이제 살았고, 당신에게 고마워한다 :)
VAN0001520	음악!
VAN0001521	당신의 카르마가 너무 낮다. 바네사가 떠날수도 있으니. 필요한 물건은 회수해 놓자.
VAN0001522	당신은 2개의 특수 C4 플라스틱 폭탄이 필요하다.
VAN0001523	스위치 활성화
VAN0001524	지금은 사용할수 없다.
VAN0001525	열쇠가 필요하다
VAN0001526	당신은 지구력을 잃었다... 카르카스를 잃었다...
VAN0001527	고맙다 카르카스! 당신의 지구력과 의학 기술이 증가하였다!
VAN0001528	침대 놓기
VAN0001529	침대 제거
VAN0001530	스노우글로브 활성화
VAN0001531	스노우그로브 비활성화
VAN0001532	라이트
VAN0001533	노 라이트
VAN0001534	바네사는 붉은 바위 계곡의 그녀의 텐트로 돌아갔다.
VAN0001535	옛날 옛적에..
VAN0001536	착한 어미곰이 12마리의 아기곰을 잃어버렸어요
VAN0001537	사람들이 말하길 밤마다 우리의 울음소리가 들렸다고 했어요.
VAN0001538	부탁이에요, 그녀의 12마리의 새끼곰을 찾아주세요..
VAN0001539	바네사: 독을 해독했다!
VAN0001540	바넷사의 테디베어가 당신의 힘을 더 강하게 한다!
VAN0001541	Hit me!
VAN0001542	침대 배치
VAN0001543	침대 제거
VAN0001544	어느 날 나는 깊은 땅 속에 묻혀있던 큰 책을 찾았다. 한번 펼쳐보니 모든 페이지가 비어 있었다.
VAN0001545	이제 바네사는 당신의 친구다:
VAN0001546	그녀의 의복 메뉴에 접근하여 그녀를 치료할 수 있다!
VAN0001547	이상했다, 나는 이미 책을 봤을때 취해있었다...
VAN0001548	분명 내가 꿈에서 봤던 그 약병이다
VAN0001549	빌리 그 꼬마가 내가 마신 약병에 뭔가를 한것이 틀림없었다.
VAN0001554	당신은 라디오를 수리했다.
VAN0001556	실감개와 가위를 놓는다
VAN0001571	시드니: 독 해독!
VAN0001572	바네사가 당신을 더 좋아합니다.
VAN0001573	당신은 이제 그녀의 의류 메뉴 및 기타 기능에 접근 할 수 있습니다.!
VAN0001574	모든 및
VAN0001575	아마 C4 같은 것으로 인해 파괴된것으로 보인다.
VAN0001576	바네사는 전투중에 뭔가를 만들어 내는걸 원하지 않는다.
VAN0001577	활성화된 캠프파이어와 이 모드는 호환되지 않는다.
VAN0001578	뭔가 요리한다
VAN0001579	캠프를 치운다
VAN0001581	바네사가 죽었다!
VAN0001582	바네사는 볼트87에 따라들어갈수 없다.
VAN0001583	그녀는 탈출 해치 뒤에 기다리고 있을 것이다.
VAN0001584	행운의 8번 공! 당신의 행운이 증가할 것이다!
VAN0001585	당신의 행운이 떨어졌다...
VAN0001586	로즈 오브 샤론은 빗소리에 작게 들리는 헛간에서 잠시 가만히 앉아 있었다. 그러더니 지친 몸을 힘겹게 일으켜 이불을 여몄다. 그녀는 천천히 구석으로 가서 남자의 쇠잔한 얼굴을 내려다보며 겁에 질려 크게 뜨고 있는 그 눈을 들여다보았다. 그리고 천천히 그 옆에 누웠다. 남자가 느릿느릿 고개를 저었다. 로즈 오브 샤론은 이불 한쪽을 열고 자신의 가슴을 드러냈다.. "드셔야 해요." 그녀가 말했다. 그리고 몸을 움직여 가까이 다가가서 그의 머리를 끌어당겼다. "자!" 그녀가 말했다. "자요." 그녀의 손이 그의 머리 뒤로 돌아가서 머리를 받쳤다. 그녀의 손가락은 그의 머리카락을 부드럽게 쓸어주었다. 그녀는 시선을 들어 건너편 벽을 바라보았다. 그녀의 입술이 한데 모이더니 알 수 없는 미소를 지었다.    존 스타인벡 지음.
VAN0001587	벽 제거
VAN0001588	벽 생성
VAN0001590	분홍색 라이트 활성화
VAN0001591	빨강색 라이트 활성화
VAN0001592	파란색 라이트 활성화
VAN0001593	자주색 라이트 활성화
VAN0001594	노란색 라이트 활성화
VAN0001595	하얀색 라이트 활성화
VAN0001596	거품 활성화
VAN0001597	거품 제거
VAN0001598	더스트 활성화
VAN0001599	더스트 없음
VAN0001600	세루리안 로보틱스에서 사용가능
VAN0001601	ROBOT RV612THD K68 2B //// ON TEST
VAN0001602	전문분야: 심장수술 & 유방확대
VAN0001603	닥터 멩겔렛 프로토타입 블록 10
VAN0001604	독일제 생산
VAN0001605	테이블
VAN0001606	부에나 비스타
VAN0001607	바네사의 G 36c
VAN0001608	클랙슨
VAN0001609	다이노 계곡
VAN0001610	Sidney Sit When Player Do
VAN0001611	바네사: 쏟아지는 문제들
VAN0001613	의류 상점
VAN0001614	바네사의 심장병
VAN0001616	바네사의 가터 FS
VAN0001617	바네사의 속옷 FS
VAN0001618	포세이돈 동굴
VAN0001619	바네사 기타
VAN0001620	바네사: 기타를 잃어버리다
VAN0001621	바네사: 위험한 질주
VAN0001622	위험한 질주
VAN0001623	램프
VAN0001625	부에나 비스타 공장
VAN0001626	창고 열쇠
VAN0001627	바네사
VAN0001628	딩키 금고
VAN0001629	딩키 금고 열쇠
VAN0001630	포니 카우 보이
VAN0001631	바네사의 아이시스 목걸이
VAN0001633	바네사의 선글라스
VAN0001634	바네사의 구글
VAN0001635	레온의 베레타
VAN0001636	TES 상자
VAN0001637	바네사의 스텔스 웨이랜드 유타니
VAN0001638	다이노
VAN0001639	바네사: 총기 스킬이 증가했다!
VAN0001640	마틸다
VAN0001641	레온의 선글라스
VAN0001642	바네사의 무정부주의자 요리책
VAN0001643	무정부주의자 요리책
VAN0001646	교실
VAN0001647	밀주 증류소
VAN0001648	바네사: 키즈 컬렉션
VAN0001649	바네사는 떠났다.
VAN0001651	아리스토텔레스의 치즈 항아리
VAN0001652	쇼핑 센터
VAN0001653	바네사의 제주왕나비 날개
VAN0001656	바네사의 곰 모자
VAN0001658	홀
VAN0001659	바네사: 수도황무지에서온 편지
VAN0001662	바네사의 원더우먼 써클렛
VAN0001663	바네사의 레이븐
VAN0001664	Bloc 10
VAN0001665	Smaelle
VAN0001668	닥터 맹글렛
VAN0001669	빌딩
VAN0001670	정육점
VAN0001671	바네사의 레이더 아머
VAN0001672	바네사: 곰 이야기
VAN0001673	곰 이야기
VAN0001674	바네사의 매트리스
VAN0001675	울부짖는 곰 이야기
VAN0001676	기계실
VAN0001677	바네사의 양동이 헬멧
VAN0001678	바네사의 선셋 상자 헬멧
VAN0001679	바네사의 새 심장
VAN0001680	오리
VAN0001681	바네사의 램프 섀이드 누카 헬멧
VAN0001682	바네사의 주전자 헬멧
VAN0001683	바네사의 램프 섀이드 헬멧
VAN0001684	예배당
VAN0001685	산업미로
VAN0001688	부에나 비스타 동굴
VAN0001689	바네사의 겟코 국수
VAN0001693	포세이돈 주류 상점
VAN0001694	바네사의 노움
VAN0001695	바네사 Sit When Player Do
VAN0001696	복도
VAN0001697	바네사 링컨의 소총
VAN0001698	방
VAN0001699	병영
VAN0001701	전당포
VAN0001702	바네사는 이제 안전하다 !
VAN0001706	모나치 트리거
VAN0001708	바네사의 베어 가방
VAN0001709	바네사: 동물 해충 방제
VAN0001711	바네사의 케피에
VAN0001712	바네사 인벤토리에서 8번공 옮겨짐
VAN0001714	키즈 금고 열쇄
VAN0001716	바네사가 그걸 좋아합니다
VAN0001717	텐트
VAN0001720	바네사의 플레쳐 캐시디
VAN0001721	바네사의 샐러드
VAN0001722	바네사의 빅호너 스튜
VAN0001723	테디 수집 상자
VAN0001724	FOOD-E
VAN0001725	바네사: 제시에게
VAN0001726	바네사의 스튜
VAN0001728	상인 Food-E
VAN0001730	바네사의 Rattle
VAN0001731	계곡의 라디오 아이봇
VAN0001733	바네사의 로켓 그레네이드
VAN0001735	바네사 아이템 금고
VAN0001736	광부의 만 텐트 2 열쇠
VAN0001737	캠퍼스
VAN0001740	바네사: 심장이든 상자
VAN0001742	바네사의 아채 스프
VAN0001743	아틀리에
VAN0001744	바네사의 부에나 비스타 열쇠
VAN0001745	브란트 오토 닥
VAN0001747	남자
VAN0001748	어린 빅호너
VAN0001749	모바일 홈
VAN0001750	바네사의 베드랜드 아머
VAN0001751	바네사의 글레이스
VAN0001752	바네사의 몰로토프
VAN0001753	옛날 옛적에...
VAN0001755	바네사: 불의 고리
VAN0001756	블레쳐 - 캐시디: sancue & Whiskey
VAN0001760	광부의 만 텐트 열쇠
VAN0001761	바네사 닙튼 휴게소
VAN0001763	빈 텐트
VAN0001764	다이노 토이 쉐프
VAN0001765	회로도 - 냉동 레이저
VAN0001768	바네사: 50개의 8번공을 모았다 !
VAN0001769	깔개
VAN0001770	버티버드 열쇠
VAN0001771	바네사 Pool8Ball Inventory
VAN0001773	skolpan
VAN0001774	바네사: 심장수술은 미스터 것시에게
VAN0001775	하우스
VAN0001777	미스 반 데 푸테의 집
VAN0001778	스텔스 수트 크리쳐
VAN0001780	정육업자의 지하실
VAN0001781	포세이돈 발전기
VAN0001782	바네사의 컵케이크
VAN0001783	호텔의 터미널
VAN0001784	바네사: 그녀와 함께 드라이브
VAN0001785	콘트롤 인터페이스
VAN0001786	광부의 만 금광
VAN0001788	바네사의 마셔줘!
VAN0001789	다이노 토이 클래시
VAN0001790	바네사 냉동 레이저
VAN0001791	헤이 브라더,
VAN0001792	광부의 만 건물 열쇠
VAN0001793	소핑 센터 열쇠
VAN0001795	바네사: 까마귀 알
VAN0001797	나빌라
VAN0001798	바네사의 드레스
VAN0001799	포세이돈 발전기
VAN0001800	존중!
VAN0001801	다이노 토이 건설
VAN0001802	다이노 토이 카우보이
VAN0001803	포세이돈 링 캠프
VAN0001806	핀드 구역
VAN0001808	뮤직 박스
VAN0001809	포세이돈 링 모텔
VAN0001810	다이노 토이 익스플로러
VAN0001811	미스 반 데 푸테
VAN0001812	비키 지하실 열쇠
VAN0001814	바네사의 위스키 메스 업
VAN0001815	큰책
VAN0001816	Vertiptere
VAN0001817	Station
VAN0001818	다이노 토이 소방관
VAN0001819	처녀처럼
VAN0001820	바네사: 스텔스 보이!
VAN0001821	카자클로
VAN0001823	미스 반 데 푸테 복장
VAN0001824	꿈
VAN0001825	바네사의 Frozen in Oblivion
VAN0001827	공짜 물!
VAN0001829	바네사: 피터는 어디에?
VAN0001832	바네사의 노움 베이스 볼
VAN0001833	클림트의 그림
VAN0001834	마구간
VAN0001835	실레의 그림
VAN0001836	좋았어!
VAN0001838	선셋 별 병뚜껑 오두막
VAN0001840	식물 서적
VAN0001841	바네사의 노움 왕관
VAN0001842	울타리
VAN0001843	릴라
VAN0001844	바네사의 노움 전등갓
VAN0001845	거울 열쇠
VAN0001846	사나운 충성 퍽
VAN0001847	바네사의 노움 파티 모자
VAN0001848	바네사의 브레이킹 베드 테디
VAN0001849	카자클로 알
VAN0001850	다이노 토이 파티
VAN0001851	바네사의 테디 티셔츠
VAN0001852	바네사의 커피 머그컵 AW
VAN0001853	빌리
VAN0001854	바네사의 Ak 47
VAN0001856	광부의 만
VAN0001857	바네사의 위스키
VAN0001859	바네사의 버섯 위스키
VAN0001860	Giblets & Delight
VAN0001861	바네사의 고양이 해독용 버섯 위스키
VAN0001863	모바일 홈
VAN0001864	바네사의 머핀
VAN0001866	카자도르 알 클러치
VAN0001867	바네사의 동굴
VAN0001868	바네사: 신스 테스트
VAN0001869	다이노 토이 경찰
VAN0001870	부에나 비스타 동굴
VAN0001871	바네사: 수리 스킬이 증가했다!
VAN0001872	레스터
VAN0001873	다이노 토이 산타
VAN0001874	의류 상점
VAN0001875	다이노 토이 군인
VAN0001876	바네사: 노움들
VAN0001877	바네사의 푸드 상자
VAN0001878	바네사의 맥스컬
VAN0001879	다이노 토이 솜브레로 데 라마르
VAN0001880	종이 뭉치
VAN0001882	당신은 무엇인가를 잃었다, 그러나 그것도 당신의 선택이다.
VAN0001883	다이노 토이 스페이스
VAN0001884	바네사의 커피 머그컵 F4
VAN0001885	차고 상점
VAN0001886	주류, 총&탄약 살롱
VAN0001887	아리스토텔레스의 치즈
VAN0001888	부에나 비스타 통행
VAN0001890	바네사의 종이 비행기 쿼크
VAN0001891	바네사의 커피 머그컵 L38
VAN0001892	파란색 실타래
VAN0001893	딩키 선반
VAN0001894	바네사의 커피 머그컵 볼트보이
