///Project Nevada	
PJN0000001	Three Shooter
VAN0001755	Vanessa: The Ring Of Fire
VAN0001756	Preacher - Cassidy: sancue & Whiskey
VAN0001760	Miner's Cove Tent Key
VAN0001761	Vanessa Nipton Road Reststop
VAN0001763	Empty Tent
VAN0001764	Dino Toy Chef
VAN0001765	Schematics - Frozen Laser
VAN0001768	Vanessa: Collect 50 Pool8Balls !
VAN0001769	Rug
VAN0001770	Vertibird Key
VAN0001771	Vanessa Pool8Ball Inventory
VAN0001773	skolpan
VAN0001774	Vanessa: A Mister Gustsy for Heart Surgery
VAN0001775	House
VAN0001777	Miss Van de Pute's House
VAN0001778	Stealth Suit Creature
VAN0001780	Butcher's basement
VAN0001781	Poseidon's Generator
VAN0001782	Vanessa's CupCake
VAN0001783	Hotel's Terminal
VAN0001784	Vanessa: Take her for a Spin!
VAN0001785	Control Interface
VAN0001786	Miners Cove Gold Mine
VAN0001788	Vanessa's Please Drink Me!
VAN0001789	Dino Toy Classy
VAN0001790	Vanessa Frozen Laser
VAN0001791	Hey Brother,
VAN0001792	Miners Cove Building Key
VAN0001793	Shopping Center Key
VAN0001795	Vanessa: The raven or the egg
VAN0001797	Nabilla
VAN0001798	Vanessa's Dress
VAN0001799	Poseidon Generators
VAN0001800	Respect!
VAN0001801	Dino Toy Construction
VAN0001802	Dino Toy CowBoy
VAN0001803	Poseidon Ring Camp
VAN0001806	Fiends territory
VAN0001808	Music Box
VAN0001809	Poseidon Ring Motel
VAN0001810	Dino Toy Explorer
VAN0001811	Miss Van De Pute
VAN0001812	Vicky Basement Key
VAN0001814	Vanessa's Whiskey Messed up
VAN0001815	Big Book
VAN0001816	Vertiptere
VAN0001817	Station
VAN0001818	Dino Toy Firefighter
VAN0001819	Like a Virgin
VAN0001820	Vanessa: Stealthboys!
VAN0001821	Cazaclaw
VAN0001823	Miss Van de Pute outfits
VAN0001824	Dream
VAN0001825	Vanessa's Frozen in Oblivion
VAN0001827	Free Water!
VAN0001829	Vanessa: Where is Peter?
VAN0001832	Vanessa's Gnome BaseBall
VAN0001833	Klimt Painting
VAN0001834	Stables
VAN0001835	Schiele Painting
VAN0001836	Hell Yeah!
VAN0001838	Sunset StarCap Sack
VAN0001840	Botanic Book
VAN0001841	Vanessa's Gnome Clown
VAN0001842	Fance
VAN0001843	Lila
VAN0001844	Vanessa's Gnome LampShade
VAN0001845	Mirror Key
VAN0001846	Ferocious Loyalty Perk
VAN0001847	Vanessa's Gnome PartyHat
VAN0001848	Vanessa's Breaking bad Teddy
VAN0001849	Cazaclaw Egg
VAN0001850	Dino Toy Party
VAN0001851	Vanessa's Teddy Teeshirt
VAN0001852	Vanessa's Coffee Mug AW
VAN0001853	Billy
VAN0001854	Vanessa's Ak 47
VAN0001856	Miners Cove
VAN0001857	Vanessa's Whiskey
VAN0001859	Vanessa's Mushroom Whiskey
VAN0001860	Giblets & Delight
VAN0001861	Vanessa's Cat antidote for Mushroom Whiskey
VAN0001863	Mobilehome
VAN0001864	Vanessa's Muffin
VAN0001866	Cazaclaw Egg Clutch
VAN0001867	Vanessa's cave
VAN0001868	Vanessa: Synth Test
VAN0001869	Dino Toy Police
VAN0001870	Buena Vista's Cave
VAN0001871	Vanessa: Increase her Repair Skills!
VAN0001872	Lester
VAN0001873	Dino Toy Santa
VAN0001874	Cloth Shop
VAN0001875	Dino Toy Soldier
VAN0001876	Vanessa: The gnomes
VAN0001877	Vanessa's Food Box
VAN0001878	Vanessa's Maxskull
VAN0001879	Dino Toy Sombrero de l'amere
VAN0001880	PaperBall
VAN0001882	You miss something, but you made your choice!
VAN0001883	Dino Toy Space
VAN0001884	Vanessa's Coffee Mug F4
VAN0001885	Garage Shop
VAN0001886	Liquor, Guns & Ammos Saloon
VAN0001887	Aristote's Cheese
VAN0001888	Buena Vista passage
VAN0001890	Vanessa's PaperPlaneQuark
VAN0001891	Vanessa's Coffee Mug L38
VAN0001892	Blue Thread Spool
VAN0001893	Dinkies Shelf
VAN0001894	Vanessa's Coffee Mug VaultBoy
VAN0001895	Lordo Dino
VAN0001898	Vanessa's Stun Grenade
VAN0001899	Vanessa Cell
VAN0001900	Vanessa: Schiele Out
VAN0001901	Vanessa: Dinkies Collection
VAN0001902	Vanessa: Stun Grenade
VAN0001903	Vanessa's Underwear
VAN0001904	Vanessa's Jacky
VAN0001905	Vanessa: I knew I get it!
VAN0001906	Baby Ghoul
VAN0001907	Vicky
VAN0001909	Aristote
VAN0001910	Vanessa: Klimt
VAN0001911	Yellow Thread Spool
VAN0001912	Miners Cove Tents
VAN0001913	Sidney
VAN0001914	From Annie to Mickael
VAN0001915	Vanessa's Evil Helmet
VAN0001916	Vanessa's Cookie
VAN0001917	Isis' Speciality
VAN0001918	Sorry
VAN0001919	Vanessa's Coffee
VAN0001920	Cap Sack
VAN0001921	Vanessa's Jean Bikini
VAN0001922	Miners Cove Shop
VAN0001923	Vanessa's Gecko Leather jacket
VAN0001924	Your waitress will come back with coffee.
VAN0001925	Vanessa is Gone
VAN0001926	Canyon
VAN0001929	Vanessa's Ginger Bread Man
VAN0001930	Vanessa's Coffee L38
VAN0001931	Vanessa's Coffee VaultBoy
VAN0001932	Vanessa's Cakes ingredients
VAN0001933	Electrical fence Switch
VAN0001934	Nuka Cola Vending Machine
VAN0001935	Sid's Armor
VAN0001936	Pink Thread Spool
VAN0001937	Hey Six, it's Sid
VAN0001938	Tracy
VAN0001939	Egg
VAN0001940	Egg Raw
VAN0001941	Vanessa's Slave Armor
VAN0001942	Egg Cup
VAN0001943	Bloc 10 lab
VAN0001944	Green Thread Spool
VAN0001945	Pony
VAN0001946	Lab Machine
VAN0001947	Institute Mojave's Lab
VAN0001949	Vanessa Beast
VAN0001950	Dr EVE
VAN0001951	Institute Office
VAN0001952	Canyon Bar Key
VAN0001953	Vanessa's Campfire
VAN0001954	Pansea
VAN0001955	Front Desk
VAN0001956	Gnomus Explosus
VAN0001957	Vanessa's Heart Choker
VAN0001959	Vanessa's PipBoy
VAN0001960	Vanessa: Increase her Sciences Skills!
VAN0001961	Cash Bocal
VAN0001963	Vanessa: Message from Sidney
VAN0001964	Vanessa's CardboardBox Helmet
VAN0001965	Dinky's Coffee Mug
VAN0001966	Egg Cup Open
VAN0001967	ED V5
VAN0001968	Vanessa's Earrings Rings
VAN0001969	Vanessa's Gater
VAN0001970	Vanessa's Head Set
VAN0001971	Courtney
VAN0001973	Lab Key
VAN0001975	Apartment
VAN0001976	Vanessa: Hair Today, Gone Tomorrow
VAN0001980	Vanessa: La cite de la peur
VAN0001981	Bernard
VAN0001982	Lester's Finger
VAN0001983	Egg Box
VAN0001984	Vanessa's Weyland Yutani
VAN0001985	Apartments
VAN0001986	Peter
VAN0001987	Wilder Wasteland
VAN0001988	Special C-4 Plastic Explosive
VAN0001989	Inspect Wall
VAN0001990	Fast Travel Available
VAN0001991	Vanessa's Pink princess
VAN0001993	Annie's Terminal
VAN0001994	From Mickael to Annie
VAN0001995	Annie
VAN0001996	Wilder Wasteland Perk :)
VAN0001997	Booba Spell :)
VAN0001998	Vendor Chest Billy
VAN0001999	Booba Spell :(
VAN0002003	Duck Game
VAN0002004	Skull
VAN0002005	Red Thread Spool
VAN0002007	Vanessa's Alien head Set
VAN0002008	Vanessa's WonderWoman
VAN0002009	Gray Thread Spool
VAN0002010	Bar
VAN0002011	Vanessa's GunDam
VAN0002012	Aristote's Cookie
VAN0002013	Vanessa's Monopoly
VAN0002014	Vanessa's Traffic Cone Helmet
VAN0002015	Vanessa's Broc flower tea
VAN0002016	Vanessa's Doc Maboul
VAN0002017	Schematics - Vanessa Rocket Grenade
VAN0002018	Rocket Lights
VAN0002019	Damaged Mister Gutsy
VAN0002021	Common Home
VAN0002022	Classes
VAN0002024	Buena Vista Cavern
VAN0002025	Toys Shop
VAN0002026	Broken Robot
VAN0002028	Vanessa Safe Cell
VAN0002031	Vanessa's BarberShop Book
VAN0002032	BAB-E DOLL
VAN0002033	PVB5
VAN0002034	Vendor Chest BAB-E DOLL
VAN0002035	Vendor Chest PVB5
VAN0002037	Hidden Cave
VAN0002038	Needle Box
VAN0002039	Hideout
VAN0002040	A sexy Grrlfriend! :D
VAN0002041	Vanessa's Bikini
VAN0002042	Failed MK Subject
VAN0002044	Vanessa's Pork N' Beans
VAN0002045	WallDrunkards
VAN0002046	Love Room
VAN0002047	Irma la douce
VAN0002048	Vanessa's Skull Choker
VAN0002049	Vanessa: Some fuel for the Plymouth
VAN0002051	Kitchen Light
VAN0002052	Vanessa's Whiskey ingredients
VAN0002053	Miners Cove Beach
VAN0002054	Miners Cove Cemetery
VAN0002055	Hotel Room
VAN0002056	Urge's Scavenger Shack
VAN0002058	Vanessa's ZZjay Armor
VAN0002059	Alice
VAN0002060	A new friend! :D
VAN0002061	Baxter
VAN0002062	House murder
VAN0002063	PassWord
VAN0002064	Vanessa: Drink me, Don't Drink me Note.
VAN0002065	Vanessa's CatAntidote Drink Me!
VAN0002066	AEC65 (9851)
VAN0002067	AEC64 (9850)
VAN0002068	Pub
VAN0002069	Poseidon Ring Ruins
VAN0002071	Personal Dresser
VAN0002072	Vanessa's Egg Cup
VAN0002073	Mirror
VAN0002074	Sewing Scissors
VAN0002075	Sewing Kit
VAN0002076	Vanessa's Carcass
VAN0002077	Carcass Spell :(
VAN0002078	Carcass Spell :)
VAN0002079	Vanessa Poison
VAN0002080	Congrate AEC5B
VAN0002081	RIP
VAN0002082	Mannequin
VAN0002083	Waster's Basement
VAN0002084	Paradize Door
VAN0002085	Vanessa's Teddy
VAN0002086	Vanessa's Pony
VAN0002088	No Crafting In Combat
VAN0002089	Camp Fire Incompatable
VAN0002091	Vanessa's Weird
VAN0002092	Vanessa's Safe
VAN0002093	Vanessa's Tank Girl
VAN0002094	Bobblehead - Poseidon Ring
VAN0002095	Cleopatra Cove
VAN0002097	Poseidon Oil Rig
VAN0002098	Camp canyon Jail
VAN0002100	Campfire Menu
VAN0002101	Vanessa's JackBag Strong!
VAN0002102	Vanessa's AmorousLingerie
VAN0002103	Camp Canyon Medical Center
VAN0002104	A girl
VAN0002105	Vanessa's pistol
VAN0002106	Vanessa's JackBag
VAN0002107	Vanessa's Perfecto
VAN0002108	Vanessa's M4 A1 SD Tactical
VAN0002109	Vanessa's Teleporter
VAN0002110	Vanessa's Bag
VAN0002111	Vanessa's skill Book
VAN0002112	Vanessa's Green Choker
VAN0002113	Vanessa's Flower Choker
VAN0002114	Vanessa's Clamps Earrings
VAN0002115	Vanessa's Earrings
VAN0002116	Vanessa's Necklace
VAN0002117	Vanessa's Skull Necklace
VAN0002118	Vanessa's Nose Ring
VAN0002119	Vanessa's Booba
VAN0002120	Lucky You!
VAN0002121	Vanessa's The Grapes of Wrath
VAN0002122	Rose of Sharon breastfeeding a starving stranger.
VAN0002123	Vanessa's Lucky 8 ball
VAN0002125	Nevermore
VAN0002126	Vanessa's Jack The Ripper
VAN0002128	Vanessa's BarberBook
VAN0002129	Vanessa's MushroomWhiskey Don't drink me!
VAN0002130	Cleopatra Cove Cave
VAN0002131	Doc's Home
VAN0002132	Courtney & Peter's Home
VAN0002133	Fiend's Home
VAN0002134	Canyon Camp
VAN0002135	Les Roches du Diable
VAN0002136	Canyon's Shack
VAN0002137	Miner's Cover Cave
VAN0002138	Mobile Home
VAN0002139	Mojave's Homes
VAN0002142	Vanessa's NVDT Jeans
VAN0002143	Vendor Chest Isis
VAN0002144	Vendor Chest Vanessa
VAN0002145	Vanessa's backpack machette
VAN0002146	Vanessa's backpack
VAN0002148	Your Safe :)
VAN0002150	Miners Cove Medical Station
VAN0002151	Vanessa's Chocolats
VAN0002152	Vanessa's Pumpkin
VAN0002153	Vanessa's darling
VAN0002154	Vanessa's Shhh
VAN0002155	Vanessa's Coffee Mug
VAN0002156	Vanessa's Cat coffee mug
VAN0002157	Vanessa's Coffee Mug Weyland Yutani
VAN0002158	Infirmary
VAN0002159	Trailer
VAN0002161	Grill
VAN0002162	Mengelele RV612THD
VAN0002164	RocketSouvenir
VAN0002166	A cheap and easy do-it-yourself explosive!
VAN0002167	Unlike a fragmentation grenade, stun grenades are constructed with a casing made to remain intact during detonation, containing most of its explosive force and avoiding shrapnel injuries, while having large circular cutouts to allow the light and sound of the explosion through.
VAN0002168	The filler consists of a pyrotechnic metal - oxident and an oxidizer.
VAN0002169	Craftable
VAN0002170	Hey Six, What's up?
VAN0002171	Wanna share a drink with me? Meet me at my house.
VAN0002172	(Come with Vanessa)
VAN0002173	Vanessa's MushoomWhiskey Don't Drink Me:
VAN0002174	Recipe: 1 Whiskey, 1 Cave Fungus, 1 Fission Batterie
VAN0002175	Increase Charisma
VAN0002176	Increase Strength
VAN0002177	Increase Critical Chance
VAN0002178	Increase Damage Threshold
VAN0002179	Increase Intelligence
VAN0002180	Weird visual effect
VAN0002181	Vanessa's CatAntidote Drink Me:
VAN0002182	Recipe: 1 CatEye, 1CherryBomb
VAN0002183	Remove Weird effect of the MushroomWhiskey
VAN0002184	Craftable on campfires: Required Skill: Survival >= 30
VAN0002185	Nipton Road reststop:
VAN0002186	In the underpass near the Nipton Road reststop there is a piece of graffiti which states "The centre cannot hold".
VAN0002187	The Second Coming - By William Butker Yeats
VAN0002188	Turning and turning in the windening gyre
VAN0002189	The falcon cannot hear the falconer
VAN0002190	Things fall apart, the CENTRE CANNOT HOLD
VAN0002191	Mere anarchy is loosed upon the world
VAN0002192	The blood-dimmed tide is loosed, and everywhere
VAN0002193	The ceremony of innocence is drowed
VAN0002194	The Best lack all conviction,whilz the worst
VAN0002195	Are full of passionate intensity.
VAN0002196	Surely some revelation is at hand.
VAN0002197	Surely the Secon Coming is at hand.
VAN0002198	The second Coming! Hardly are those ords out
VAN0002199	When a vast image out of Spiritus Mundi
VAN0002200	Trouble my sight: somewhere in sands of the desert
VAN0002201	A shape with lion body and the head of a man,
VAN0002202	A gaze blank and pitiless as the sun,
VAN0002203	Is moving its slow thighs, while all about it
VAN0002204	Reel Shadows of the indignant desert birds.
VAN0002205	The darkness drops again, but now i know
VAN0002206	That twenty centuries of stony sleep
VAN0002207	Were vexed to nightmare by rocking cradle,
VAN0002208	And what rough beast, its hour come round at last,
VAN0002209	Slouches towards Bethlehem to be born?
VAN0002210	Don't forget what I asked you. You, lazy junky.
VAN0002211	Your loving Sister, Isis
VAN0002212	Vanessa's Whiskey:
VAN0002213	You need 1 stimpack, 1 medX, 1 whiskey.
VAN0002214	To recruit Vanessa, you need 6 of each one.
VAN0002215	Craftable on Campfire Skill Survival >= 20
VAN0002216	(Come with Vanessa & Cass)
VAN0002217	Maybe I should lay off the whisky. Just a little...! Cannot remember where I put my guitar.
VAN0002218	This nice lady with the pretty hair borrowed it. She wanted someone to play for her on the radio.
VAN0002219	But I don't think she asked him because a ghoul cannot play a guitar. He'd lose his fingers.
VAN0002220	But I can play for her if I could remember where she lives.
VAN0002221	Any maybe get a pair of cute glasses like hers...
VAN0002222	Dear Jessi
VAN0002223	How are U?
VAN0002224	My heart problems...I had almost forgotten them when i was in DC. Sadly, they've come back thx to this heat... I definitly have  the family's heavy heritage.. With the swelling and edema. Don't i just feel so sexy? Last week, I thought the Grim Reaper was gonna get be for sure. I was trying to track down a bunch of junkies... But i was sweating so bad  that one of them had the gull to jokingly ask me if I was suffering from withdraw symptoms... I felt dizzy, Everything was blur... My chest ached so badly that i had to cling to a wall to keep me from falling. I must've brought back some memories because that jeckass decided to dangle a dose of psycho in my face... I could hear his sarcastic laughter tinkling in my ears as he walked away from me. And I just stood there, leaning against that wall in the ruins... After that, i decided to find a safe place to stay for a while.
VAN0002225	I found a nice little town, with a nice little bar that sells nice little bottles of whiskey. I kept enough caps and medicine on me, just to be safe, but there is a doctor here, Doc Mitchell. He helped me as much as he could even if he didn't have the skills for the heart surgery i need. Though he did tell me about a guy in Freeside who kept a pre-war book on Advanced surgical methods and robots in his bag...Here's hoping I don't have a new crisis by then...
