MOD0000001	Welcome..
VNA0000755	Bighorner Calf  HP:[%]
VNA0000764	Brotherhood Scribe  HP:[%]
VNA0000768	Sawbones  HP:[%]
VNA0000769	Mayor Steyn  HP:[%]
VNA0000770	Rose  HP:[%]
VNA0000771	Sylvia  HP:[%]
VNA0000782	Jason Bright  HP:[%]
VNA0000783	Brotherhood of Steel Initiate  HP:[%]
VNA0000794	Feral Ghoul  HP:[%]
VNA0000799	Brahmin  HP:[%]
VNA0000808	Yao Guai  HP:[%]
VNA0000837	Dead Squatter  HP:[%]
VNA0000855	Benny  HP:[%]
VNA0000856	Jessup  HP:[%]
VNA0000858	McMurphy  HP:[%]
VNA0000869	Nikita  HP:[%]
VNA0000872	Ron the Narrator  HP:[%]
VNA0000876	White Glove  HP:[%]
VNA0000896	Brotherhood of Steel Knight  HP:[%]
VNA0000897	Brotherhood of Steel Paladin  HP:[%]
VNA0000903	Gomorrah Dealer  HP:[%]
VNA0000917	Caesar  HP:[%]
VNA0000952	Mister Gutsy  HP:[%]
VNA0000976	Fiend  HP:[%]
VNA0001006	Powder Ganger Deputy  HP:[%]
VNA0001044	Kings Gang Member  HP:[%]
VNA0001045	Local  HP:[%]
VNA0001046	Freeside Thug  HP:[%]
VNA0001052	Feral Trooper Ghoul  HP:[%]
VNA0001053	Glowing Trooper Ghoul  HP:[%]
VNA0001056	Young Fire Gecko  HP:[%]
VNA0001060	Dead Prospector  HP:[%]
VNA0001066	Gun Runner Guard  HP:[%]
VNA0001075	Prospector  HP:[%]
VNA0001090	Vikki And Vance Cashier  HP:[%]
VNA0001091	Vikki And Vance Dealer  HP:[%]
VNA0001092	Vikki And Vance Floor Manager  HP:[%]
VNA0001097	Kate  HP:[%]
VNA0001106	Hooker  HP:[%]
VNA0001113	Paladin Ramos  HP:[%]
VNA0001114	Knight Torres  HP:[%]
VNA0001115	Senior Scribe Schuler  HP:[%]
VNA0001144	Ruby Nash  HP:[%]
VNA0001145	Primm Slim  HP:[%]
VNA0001159	Allen Marks  HP:[%]
VNA0001196	Rodent of Unusual Size  HP:[%]
VNA0001245	Veteran Legionary  HP:[%]
VNA0001256	Legion Mongrel  HP:[%]
VNA0001257	Mirelurk  HP:[%]
VNA0001285	Chem Addict  HP:[%]
VNA0001293	Giant Soldier Ant  HP:[%]
VNA0001294	Giant Worker Ant  HP:[%]
VNA0001299	Thug  HP:[%]
VNA0001303	Injured Trooper  HP:[%]
VNA0001311	Dead Boomer  HP:[%]
VNA0001314	Otho  HP:[%]
VNA0001315	Melody  HP:[%]
VNA0001316	Vulpes Inculta  HP:[%]
VNA0001317	Bartender  HP:[%]
VNA0001335	Protectron  HP:[%]
VNA0001336	Robobrain  HP:[%]
VNA0001337	Sentry Bot  HP:[%]
VNA0001339	Mark VIII Turret  HP:[%]
VNA0001343	Mark VII Turret  HP:[%]
VNA0001348	Hoover  HP:[%]
VNA0001349	Mark VI Turret  HP:[%]
VNA0001361	Feral Ghoul Reaver  HP:[%]
VNA0001362	Super Mutant Overlord  HP:[%]
VNA0001414	Sergeant McGee  HP:[%]
VNA0001415	Lieutenant Hayes  HP:[%]
VNA0001421	Pauline Wins  HP:[%]
VNA0001422	Sammy Wins  HP:[%]
VNA0001427	Praetorian Guard  HP:[%]
VNA0001436	White Glove Bouncer  HP:[%]
VNA0001468	Apprentice Watkins  HP:[%]
VNA0001469	Head Scribe Taggart  HP:[%]
VNA0001470	Elder McNamara  HP:[%]
VNA0001471	Head Paladin Hardin  HP:[%]
VNA0001511	Malefic Maud  HP:[%]
VNA0001513	Rancorous Ruth  HP:[%]
VNA0001515	Irate Ida  HP:[%]
VNA0001537	Legionary Assassin  HP:[%]
VNA0001554	Chavez  HP:[%]
VNA0001556	Veronica  HP:[%]
VNA0001632	PYTHON  HP:[%]
VNA0001643	Powder Ganger Bodyguard  HP:[%]
VNA0001648	Drunk  HP:[%]
VNA0001679	Mini Boomer  HP:[%]
VNA0001689	Lindsay  HP:[%]
VNA0001695	Raider  HP:[%]
VNA0001724	Mojave Inhabitant  HP:[%]
VNA0001736	Traveling Merchant  HP:[%]
VNA0001755	Radioactive Tumbleweed  HP:[%]
VNA0001756	Water Pump Guard  HP:[%]
VNA0001758	Tapper  HP:[%]
VNA0001761	Private Stone  HP:[%]
VNA0001799	Victor  HP:[%]
VNA0001821	Mole Rat Corpse  HP:[%]
VNA0001851	Escaped Convict Leader  HP:[%]
VNA0001858	Super Mutant  HP:[%]
VNA0001875	Meg Reynolds  HP:[%]
VNA0001885	Mr. Soren  HP:[%]
VNA0001889	Giant Rat  HP:[%]
VNA0001891	Fire Ant Worker  HP:[%]
VNA0001892	Fire Ant Soldier  HP:[%]
VNA0001912	Chief Hanlon  HP:[%]
VNA0001913	Poindexter  HP:[%]
VNA0001914	O'Hanrahan  HP:[%]
VNA0001915	Sgt. McCredie  HP:[%]
VNA0001916	Razz  HP:[%]
VNA0001917	Mags  HP:[%]
VNA0001920	Feral Ghoul Trooper  HP:[%]
VNA0001921	Glowing Ghoul Trooper  HP:[%]
VNA0001931	Senior Knight Lorenzo  HP:[%]
VNA0001947	Festus  HP:[%]
VNA0001955	Prospector's Dog  HP:[%]
VNA0001956	Old Lady Gibson  HP:[%]
VNA0001986	Nightkin  HP:[%]
VNA0002037	Shipping Worker  HP:[%]
VNA0002038	Bottling Robot  HP:[%]
VNA0002039	Broken Shipping Worker  HP:[%]
VNA0002040	Sunset Sarsaparilla Eyebot  HP:[%]
VNA0002041	Broken Bottling Robot  HP:[%]
VNA0002154	10 of Spades  HP:[%]
VNA0002161	Great Khan  HP:[%]
VNA0002170	Bark Scorpion Hunter  HP:[%]
VNA0002184	NCR Guard Dog  HP:[%]
VNA0002191	Giant Radscorpion  HP:[%]
VNA0002193	Night Stalker  HP:[%]
VNA0002247	Radscorpion  HP:[%]
VNA0002251	Alarm  HP:[%]
VNA0002259	Followers Guard  HP:[%]
VNA0002301	Doc Mitchell  HP:[%]
VNA0002313	Joe Cobb  HP:[%]
VNA0002315	Trudy  HP:[%]
VNA0002322	Chet  HP:[%]
VNA0002325	Ringo  HP:[%]
VNA0002327	Easy Pete  HP:[%]
VNA0002342	Super Mutant Master  HP:[%]
VNA0002345	Young Golden Gecko Hunter  HP:[%]
VNA0002346	Golden Gecko Hunter  HP:[%]
VNA0002362	The Tops Cashier  HP:[%]
VNA0002387	Sunny Smiles  HP:[%]
VNA0002388	NCR Prospector  HP:[%]
VNA0002406	NCR Mercenary  HP:[%]
VNA0002424	Mercenary  HP:[%]
VNA0002472	Goodsprings Settler  HP:[%]
VNA0002492	Young Gecko Hunter  HP:[%]
VNA0002493	Gecko Hunter  HP:[%]
VNA0002509	Tops Promoter  HP:[%]
VNA0002515	Assistant  HP:[%]
VNA0002516	Trooper Willis  HP:[%]
VNA0002519	MP Fretwell  HP:[%]
VNA0002520	Convict  HP:[%]
VNA0002533	Strange Man  HP:[%]
VNA0002539	Securitron Mk I  HP:[%]
VNA0002546	Lupa  HP:[%]
VNA0002551	Legion Explorer  HP:[%]
VNA0002582	Sergeant Lee  HP:[%]
VNA0002592	Bonesaw  HP:[%]
VNA0002633	Sgt. Daniel Contreras  HP:[%]
VNA0002680	Prime Decanus  HP:[%]
VNA0002681	Recruit Decanus  HP:[%]
VNA0002700	NukaLurk  HP:[%]
VNA0002719	Big Beard  HP:[%]
VNA0002720	Little Beard  HP:[%]
VNA0002721	Street Vendor  HP:[%]
VNA0002724	Sergeant Cooper  HP:[%]
VNA0002725	Cheyenne  HP:[%]
VNA0002727	Cazador  HP:[%]
VNA0002729	Deathclaw Alpha  HP:[%]
VNA0002730	Young Deathclaw  HP:[%]
VNA0002731	Deathclaw Mother  HP:[%]
VNA0002732	Combat Eyebot  HP:[%]
VNA0002733	Evolved Centaur  HP:[%]
VNA0002734	Floater  HP:[%]
VNA0002735	Floater Budding  HP:[%]
VNA0002736	Floater Evolved  HP:[%]
VNA0002738	Hardened Mister Gutsy  HP:[%]
VNA0002739	Hardened Sentry Bot  HP:[%]
VNA0002741	Spore Carrier Runt  HP:[%]
VNA0002742	Spore Carrier  HP:[%]
VNA0002743	Spore Carrier Brute  HP:[%]
VNA0002744	Spore Carrier Savage  HP:[%]
VNA0002771	Malcolm Holmes  HP:[%]
VNA0002772	Tomas  HP:[%]
VNA0002773	Jacklyn  HP:[%]
VNA0002774	Sunset Sarsaparilla Security  HP:[%]
VNA0002775	Broken Personal Assistant  HP:[%]
VNA0002776	Mr. Janitor  HP:[%]
VNA0002788	Chomps Lewis  HP:[%]
VNA0002791	Jas Wilkins  HP:[%]
VNA0002792	Melissa  HP:[%]
VNA0002795	Fire Ant Warrior  HP:[%]
VNA0002825	Underpass Citizen  HP:[%]
VNA0002827	Mother Deathclaw  HP:[%]
VNA0002828	Deathclaw Alpha Male  HP:[%]
VNA0002830	Quarry Worker  HP:[%]
VNA0002853	Mr. House  HP:[%]
VNA0002854	Sheriff McBain's Corpse  HP:[%]
VNA0002855	Mrs. McBain's Corpse  HP:[%]
VNA0002857	Primm Resident  HP:[%]
VNA0002865	Daniel Wyand  HP:[%]
VNA0002908	Feral Ghoul Jumpsuit  HP:[%]
VNA0002909	Glowing Ghoul Jumpsuit  HP:[%]
VNA0002920	Lakelurk King  HP:[%]
VNA0002931	Slaver  HP:[%]
VNA0002957	The Tops Floor Manager  HP:[%]
VNA0002963	Snuffles  HP:[%]
VNA0002977	Michelle  HP:[%]
VNA0002980	Samuel  HP:[%]
VNA0002986	Deathclaw Baby  HP:[%]
VNA0002999	The Forecaster  HP:[%]
VNA0003001	Alexander  HP:[%]
VNA0003022	Raul  HP:[%]
VNA0003023	Neil  HP:[%]
VNA0003024	Tabitha  HP:[%]
VNA0003117	Giant Ant  HP:[%]
VNA0003137	Boomer Chef  HP:[%]
VNA0003140	Boomer  HP:[%]
VNA0003161	Mark II Turret  HP:[%]
VNA0003164	Mark IV Turret  HP:[%]
VNA0003186	Destitute Traveler  HP:[%]
VNA0003189	NCR MP  HP:[%]
VNA0003193	Arms Merchant  HP:[%]
VNA0003194	Zoara Bouncer  HP:[%]
VNA0003195	Merchant  HP:[%]
VNA0003223	Followers Doctor  HP:[%]
VNA0003233	Broken Custodial Robot  HP:[%]
VNA0003312	Glowing Security Ghoul  HP:[%]
VNA0003313	Feral Security Ghoul  HP:[%]
VNA0003417	Legendary Cazador  HP:[%]
VNA0003418	Young Cazador  HP:[%]
VNA0003427	Private Sexton  HP:[%]
VNA0003604	Prime Legionary  HP:[%]
VNA0003627	Omerta Thug  HP:[%]
VNA0003634	Legionary Blacksmith  HP:[%]
VNA0003639	Disguised Hooker  HP:[%]
VNA0003705	Securitron Mk II  HP:[%]
VNA0003747	"Blind" Luke  HP:[%]
VNA0003748	"Sweet" Jill  HP:[%]
VNA0003761	Clinic Guard  HP:[%]
VNA0003838	Mobile Facial Recognition Scanner  HP:[%]
VNA0003839	Maintenance Robot  HP:[%]
VNA0004629	Gomorrah Cash Room Guard  HP:[%]
VNA0004635	Receptionist  HP:[%]
VNA0004762	Ranger Chauncey  HP:[%]
VNA0004922	Nightkin Sniper  HP:[%]
VNA0005221	Pumpkin  HP:[%]
VNA0005485	Jackal Gang Member  HP:[%]
VNA0005510	Jackal Gang Leader  HP:[%]
VNA0005518	Viper Leader  HP:[%]
VNA0005535	Outer Vegas Defender  HP:[%]
VNA0005576	Bark Scorpion  HP:[%]
VNA0005586	Bloatfly  HP:[%]
VNA0005589	Coyote Den Mother  HP:[%]
VNA0005596	Coyote Pup  HP:[%]
VNA0005602	Large Dog  HP:[%]
VNA0005605	Dog  HP:[%]
VNA0005608	Large Wild Dog  HP:[%]
VNA0005612	Wild Dog  HP:[%]
VNA0005618	Young Gecko  HP:[%]
VNA0005620	Tyrone  HP:[%]
VNA0005622	Giant Mantis Nymph  HP:[%]
VNA0005628	Giant Rat Pup  HP:[%]
VNA0005631	Mole Rat  HP:[%]
VNA0005635	Mole Rat Pup  HP:[%]
VNA0005642	Small Radscorpion  HP:[%]
VNA0005651	Centaur  HP:[%]
VNA0005654	Vicious Dog  HP:[%]
VNA0005663	Gecko  HP:[%]
VNA0005666	Giant Mantis  HP:[%]
VNA0005672	Young Golden Gecko  HP:[%]
VNA0005705	Giant Ant Queen  HP:[%]
VNA0005752	Feral Ghoul Roamer  HP:[%]
VNA0005754	Glowing One  HP:[%]
VNA0005757	Nightkin Base  HP:[%]
VNA0005777	Carlyle St. Clair III  HP:[%]
VNA0005797	Water Brahmin  HP:[%]
VNA0005806	Legendary Fire Gecko  HP:[%]
VNA0005807	Legendary Night Stalker  HP:[%]
VNA0005808	Legendary Deathclaw  HP:[%]
VNA0005850	NCR Sergeant  HP:[%]
VNA0005887	Fire Ant  HP:[%]
VNA0005903	Wolfgang's Pack Brahmin  HP:[%]
VNA0005904	Harith's Pack Brahmin  HP:[%]
VNA0005906	Hoff's Pack Brahmin  HP:[%]
VNA0005907	Mirelurk King  HP:[%]
VNA0005926	NCR Veteran Ranger  HP:[%]
VNA0005937	Silas  HP:[%]
VNA0005941	Super Mutant Brute  HP:[%]
VNA0005956	Paladin Todd  HP:[%]
VNA0005968	Chairman Greeter  HP:[%]
VNA0005976	Broken Mr. Handy  HP:[%]
VNA0005990	Mark III Turret  HP:[%]
VNA0005991	Mark V Turret  HP:[%]
VNA0005998	Tour Guide  HP:[%]
VNA0006000	Enclave Soldier  HP:[%]
VNA0006080	Mister Handy  HP:[%]
VNA0006121	Norton  HP:[%]
VNA0006146	Col. James Hsu  HP:[%]
VNA0006147	Lt. Carrie Boyd  HP:[%]
VNA0006148	Capt. Ronald Curtis  HP:[%]
VNA0006171	Ezekiel  HP:[%]
VNA0006177	Vault-Tec Recording Speaker  HP:[%]
VNA0006178	Vault 11 Survivor  HP:[%]
VNA0006192	Layla  HP:[%]
VNA0006206	Alien  HP:[%]
VNA0006224	Alien Captain  HP:[%]
VNA0006228	Chairman  HP:[%]
VNA0006233	Chairman Bodyguard  HP:[%]
VNA0006237	Cpl. William Farber  HP:[%]
VNA0006238	Thomas Hildern  HP:[%]
VNA0006239	Keely  HP:[%]
VNA0006240	Pvt. Christina Morales  HP:[%]
VNA0006243	Miguel  HP:[%]
VNA0006280	Gunderson Hired Hand  HP:[%]
VNA0006283	Wind Brahmin  HP:[%]
VNA0006299	Missionary  HP:[%]
VNA0006301	Tom Dooley  HP:[%]
VNA0006302	Kevin Hargrove  HP:[%]
VNA0006304	Dead King  HP:[%]
VNA0006306	Beggar  HP:[%]
VNA0006315	Betsy the Brahmin  HP:[%]
VNA0006322	ED-E  HP:[%]
VNA0006332	Super Mutant Behemoth  HP:[%]
VNA0006408	Squatter  HP:[%]
VNA0006437	Patient  HP:[%]
VNA0006574	Mr. Handy  HP:[%]
VNA0006575	Roy Gottlieb  HP:[%]
VNA0006584	Fiend Corpse  HP:[%]
VNA0006675	Yes Man  HP:[%]
VNA0006697	Crimson Caravan Guard  HP:[%]
VNA0006712	Gomorrah Prostitute  HP:[%]
VNA0006713	Janet  HP:[%]
VNA0006755	Initiate Stanton  HP:[%]
VNA0006816	Young Bighorner  HP:[%]
VNA0006846	Captain Gilles  HP:[%]
VNA0006847	Lieutenant Markland  HP:[%]
VNA0006848	Oscar Velasco  HP:[%]
VNA0006849	Refugee  HP:[%]
VNA0006957	Scribe Ibsen  HP:[%]
VNA0007080	Aurelius of Phoenix  HP:[%]
VNA0007081	Decanus Severus  HP:[%]
VNA0007082	Canyon Runner  HP:[%]
VNA0007083	Cursor Lucullus  HP:[%]
VNA0007350	White Glove Greeter  HP:[%]
VNA0007375	Ethyl  HP:[%]
VNA0007376	Meat  HP:[%]
VNA0007503	Dead Ghoul  HP:[%]
VNA0007525	Legate Lanius  HP:[%]
VNA0007553	Gloria Van Graff  HP:[%]
VNA0007554	James Garret  HP:[%]
VNA0007555	Caleb McCaffery  HP:[%]
VNA0007556	Francine Garret  HP:[%]
VNA0007557	Jean-Baptiste Cutting  HP:[%]
VNA0007558	Julie Farkas  HP:[%]
VNA0007559	Rotface  HP:[%]
VNA0007572	Lieutenant Monroe  HP:[%]
VNA0007578	Ike  HP:[%]
VNA0007579	Boulder City Worker  HP:[%]
VNA0007582	Nero  HP:[%]
VNA0007583	Big Sal  HP:[%]
VNA0007584	Cachino  HP:[%]
VNA0007585	Joana  HP:[%]
VNA0007586	Troike  HP:[%]
VNA0007588	Clanden  HP:[%]
VNA0007589	Liza O'Malley  HP:[%]
VNA0007590	Angel  HP:[%]
VNA0007644	Stefan  HP:[%]
VNA0007645	Ralph  HP:[%]
VNA0007646	Mick  HP:[%]
VNA0007647	The King  HP:[%]
VNA0007648	Elizabeth Kieran  HP:[%]
VNA0007649	Arcade Gannon  HP:[%]
VNA0007663	Alice McLafferty  HP:[%]
VNA0007664	Doctor Usanagi  HP:[%]
VNA0007698	Outcast Robobrain  HP:[%]
VNA0007699	Outcast Protectron  HP:[%]
VNA0007711	Failed FEV Subject  HP:[%]
VNA0007744	Pack Brahmin  HP:[%]
VNA0007754	Roller  HP:[%]
VNA0007755	Westside Citizen  HP:[%]
VNA0007760	Crucified Victim  HP:[%]
VNA0007766	Dobson  HP:[%]
VNA0007771	No-bark Noonan  HP:[%]
VNA0007773	Cliff Briscoe  HP:[%]
VNA0007800	Crucified Slave  HP:[%]
VNA0007804	Alice McBride  HP:[%]
VNA0007816	Test Man  HP:[%]
VNA0007827	Tech Sergeant Reyes  HP:[%]
VNA0007846	Meyers  HP:[%]
VNA0007847	Eddie  HP:[%]
VNA0007848	Scrambler  HP:[%]
VNA0007855	Basura  HP:[%]
VNA0007856	Colmillo  HP:[%]
VNA0007858	Fiel  HP:[%]
VNA0007859	Audaz  HP:[%]
VNA0007860	Rey  HP:[%]
VNA0007861	Reina  HP:[%]
VNA0007877	New Vegas Citizen  HP:[%]
VNA0007892	Marjorie  HP:[%]
VNA0007893	Mortimer  HP:[%]
VNA0007894	Philippe  HP:[%]
VNA0007895	Chauncey  HP:[%]
VNA0007896	Heck Gunderson  HP:[%]
VNA0007897	Ted Gunderson  HP:[%]
VNA0007913	Followers Medical Student  HP:[%]
VNA0007914	Isaac  HP:[%]
VNA0007915	Yvette  HP:[%]
VNA0007930	Hector  HP:[%]
VNA0007945	Tokio  HP:[%]
VNA0007987	Damaged Mister Handy  HP:[%]
VNA0007996	Jeannie May Crawford  HP:[%]
VNA0008036	Scorpions Gang Member  HP:[%]
VNA0008055	Vendortron  HP:[%]
VNA0008067	Slave  HP:[%]
VNA0008083	North Vegas Resident  HP:[%]
VNA0008089	Crandon  HP:[%]
VNA0008090	Mrs. Hostetler  HP:[%]
VNA0008129	Pacer  HP:[%]
VNA0008236	Bodyguard For Hire  HP:[%]
VNA0008240	Silus  HP:[%]
VNA0008243	Sgt. Warren Jacobs  HP:[%]
VNA0008244	Man  HP:[%]
VNA0008254	Vagrant  HP:[%]
VNA0008275	Ranger Morales  HP:[%]
VNA0008285	Spore Plant  HP:[%]
VNA0008345	Sharecropper  HP:[%]
VNA0008358	Crazed Mister Handy  HP:[%]
VNA0008362	Dead Slave  HP:[%]
VNA0008390	Dr. Ada Straus  HP:[%]
VNA0008396	Max  HP:[%]
VNA0008397	Stacey  HP:[%]
VNA0008415	Private Ackerman  HP:[%]
VNA0008450	Great Khan Armorer  HP:[%]
VNA0008460	Enclave Sentry Bot  HP:[%]
VNA0008469	Mister Holdout  HP:[%]
VNA0008477	Casino Guard  HP:[%]
VNA0008520	Carter  HP:[%]
VNA0008527	Rotting Brahmin Corpse  HP:[%]
VNA0008528	Allison Valentine  HP:[%]
VNA0008543	Ranger Jackson  HP:[%]
VNA0008570	Ranger Andy  HP:[%]
VNA0008573	Talon Company Guard Dog  HP:[%]
VNA0008621	Dawes  HP:[%]
VNA0008638	Bryce Anders  HP:[%]
VNA0008639	Motor-Runner  HP:[%]
VNA0008658	Xa Mo  HP:[%]
VNA0008662	Lupe  HP:[%]
VNA0008667	Comm Officer Castillo  HP:[%]
VNA0008706	Dean Dewey  HP:[%]
VNA0008717	Private Gilbert  HP:[%]
VNA0008755	Uncle Leo  HP:[%]
VNA0008772	GhashBone  HP:[%]
VNA0008773	BoneGnash  HP:[%]
VNA0008777	Sen Lin  HP:[%]
VNA0008789	Lady Jane  HP:[%]
VNA0008790	Santiago  HP:[%]
VNA0008791	Grecks  HP:[%]
VNA0008806	President Kimball  HP:[%]
VNA0008813	Private Jeremy Watson  HP:[%]
VNA0008814	Mike Lawson  HP:[%]
VNA0008815	Quartermaster Bardon  HP:[%]
VNA0008816	General Lee Oliver  HP:[%]
VNA0008822	Ranger Milo  HP:[%]
VNA0008823	Alexus  HP:[%]
VNA0008824	Private Renolds  HP:[%]
VNA0008908	Trent Bascom  HP:[%]
VNA0008922	Lieutenant Romanowski  HP:[%]
VNA0008925	Scavenger  HP:[%]
VNA0008948	Nuka-Cola Security  HP:[%]
VNA0008963	Bohr  HP:[%]
VNA0008964	Broken Sentry Bot  HP:[%]
VNA0008994	Mrs. Weathers  HP:[%]
VNA0009073	Great Khan Warrior  HP:[%]
VNA0009094	Fitz  HP:[%]
VNA0009110	Comm Officer Tilden  HP:[%]
VNA0009162	Anderson  HP:[%]
VNA0009262	Blake  HP:[%]
VNA0009263	Keller  HP:[%]
VNA0009276	Johnny  HP:[%]
VNA0009320	Blackjack Dealer  HP:[%]
VNA0009479	Irradiated Radroach  HP:[%]
VNA0009482	Vault Security Officer  HP:[%]
VNA0009530	Mysterious Stranger  HP:[%]
VNA0009589	Vault Security Guard  HP:[%]
VNA0009591	Overseer  HP:[%]
VNA0009606	Michael Angelo  HP:[%]
VNA0009626	Ambassador Dennis Crocker  HP:[%]
VNA0009627	Captain Marie Pappas  HP:[%]
VNA0009628	Private Jake Erwin  HP:[%]
VNA0009643	Little Buster  HP:[%]
VNA0009645	Don Hostetler  HP:[%]
VNA0009648	Angela Williams  HP:[%]
VNA0009721	Mutated Forager Ant  HP:[%]
VNA0009747	Boone  HP:[%]
VNA0009902	Radscorpion Queen  HP:[%]
VNA0009903	Den Mother  HP:[%]
VNA0009912	Comm Officer Green  HP:[%]
VNA0009913	Comm Officer Stepinac  HP:[%]
VNA0009915	Sleeping Guy  HP:[%]
VNA0009945	Swank  HP:[%]
VNA0009993	King Groupie  HP:[%]
VNA0009995	Farris  HP:[%]
VNA0009996	Wayne  HP:[%]
VNA0009997	Roy  HP:[%]
VNA0010051	Crucified Trooper  HP:[%]
VNA0010061	Orion Moreno  HP:[%]
VNA0010062	Judah Kreger  HP:[%]
VNA0010063	Doctor Henry  HP:[%]
VNA0010064	Daisy Whitman  HP:[%]
VNA0010073	Muffy  HP:[%]
VNA0010084	Squatter Bill  HP:[%]
VNA0010094	Dr. Kemp  HP:[%]
VNA0010102	Private Ortega  HP:[%]
VNA0010128	Moe  HP:[%]
VNA0010132	Vault-Tec Turret  HP:[%]
VNA0010139	Gun Runner Gunsmith  HP:[%]
VNA0010167	Vault Technician  HP:[%]
VNA0010184	Cass  HP:[%]
VNA0010254	Crimson Caravan Trader  HP:[%]
VNA0010280	Unnaturally Large Sized Rodent  HP:[%]
VNA0010314	Vertibird Pilot  HP:[%]
VNA0010315	Trash  HP:[%]
VNA0010317	Malnourished Brahmin  HP:[%]
VNA0010318	Malnourished Bighorner Calf  HP:[%]
VNA0010320	Malnourished Bighorner  HP:[%]
VNA0010321	Malnourished Brahmin Calf  HP:[%]
VNA0010347	Manny Vargas  HP:[%]
VNA0010378	Blind Deathclaw  HP:[%]
VNA0010396	Dazzle  HP:[%]
VNA0010417	Sergeant RL-3  HP:[%]
VNA0010475	Gabban  HP:[%]
VNA0010489	Red Lucy  HP:[%]
VNA0010509	Legion Centurion  HP:[%]
VNA0010514	Dennis  HP:[%]
VNA0010515	Carter's Corpse  HP:[%]
VNA0010516	Rick Lancer  HP:[%]
VNA0010517	Rachael  HP:[%]
VNA0010519	Trog  HP:[%]
VNA0010528	Trog Brute  HP:[%]
VNA0010530	Trog Savage  HP:[%]
VNA0010531	Boxcars  HP:[%]
VNA0010532	Oliver Swanick  HP:[%]
VNA0010539	Trog Fledgling  HP:[%]
VNA0010586	Brotherhood Of Steel Guard Dog  HP:[%]
VNA0010588	NCRCF Guard Dog  HP:[%]
VNA0010596	Invader Ant  HP:[%]
VNA0010694	Daniel  HP:[%]
VNA0010713	Greasy Johnny  HP:[%]
VNA0010714	Greaser  HP:[%]
VNA0010765	Miss Fortune  HP:[%]
VNA0010804	Major Dhatri  HP:[%]
VNA0010805	Corporal Sterling  HP:[%]
VNA0010806	Sergeant Bitter-Root  HP:[%]
VNA0010807	Corporal Betsy  HP:[%]
VNA0010809	Violet  HP:[%]
VNA0010810	Lieutenant Gorobets  HP:[%]
VNA0010811	Driver Nephi  HP:[%]
VNA0010812	Cook-Cook  HP:[%]
VNA0010813	Fiend Guard Dog  HP:[%]
VNA0010814	Fiend Brahmin  HP:[%]
VNA0010816	Queenie  HP:[%]
VNA0010822	Gourd  HP:[%]
VNA0010834	Doc Sawbones  HP:[%]
VNA0010930	Orris  HP:[%]
VNA0010999	Hunter  HP:[%]
VNA0011084	Marco  HP:[%]
VNA0011085	Jimmy  HP:[%]
VNA0011086	Maude  HP:[%]
VNA0011087	Sweetie  HP:[%]
VNA0011088	Pretty Sarah  HP:[%]
VNA0011109	Andy Scabb  HP:[%]
VNA0011110	Alice Hostetler  HP:[%]
VNA0011133	Kenny Weathers  HP:[%]
VNA0011134	Sammy Weathers  HP:[%]
VNA0011146	Tommy Torini  HP:[%]
VNA0011168	Jay Barnes  HP:[%]
VNA0011170	Sarah  HP:[%]
VNA0011180	Giant Evolved Centaur  HP:[%]
VNA0011226	New Vegas Resident  HP:[%]
VNA0011234	Crusoe  HP:[%]
VNA0011238	Assassin  HP:[%]
VNA0011271	Marilyn  HP:[%]
VNA0011272	Jane  HP:[%]
VNA0011281	Jane's Brahmin  HP:[%]
VNA0011282	Comm Officer Scheffer  HP:[%]
VNA0011283	Comm Officer Lenk  HP:[%]
VNA0011371	Weather Station Guard  HP:[%]
VNA0011389	Sgt. Kilborn  HP:[%]
VNA0011424	Sergeant Andrews  HP:[%]
VNA0011425	Ranger Stella  HP:[%]
VNA0011435	Ranger Grant  HP:[%]
VNA0011506	Hannigan  HP:[%]
VNA0011580	Jacob Hoff  HP:[%]
VNA0011581	Bill Ronte  HP:[%]
VNA0011621	Burned Body  HP:[%]
VNA0011639	Ranger Stevens  HP:[%]
VNA0011665	Barton Thorn  HP:[%]
VNA0011713	Dixon  HP:[%]
VNA0011748	Deputy Beagle  HP:[%]
VNA0011755	Westside Resident  HP:[%]
VNA0011897	Pvt. Davey Crenshaw  HP:[%]
VNA0011944	Head Waiter  HP:[%]
VNA0011949	Van Graff Thug  HP:[%]
VNA0011992	Child  HP:[%]
VNA0012006	Gourmand Food Supplier  HP:[%]
VNA0012010	Ultra-Luxe Cashier  HP:[%]
VNA0012022	Captain Parker  HP:[%]
VNA0012023	Bert Gunnarsson  HP:[%]
VNA0012024	Keith  HP:[%]
VNA0012025	Frank Weathers  HP:[%]
VNA0012026	Klamath Bob  HP:[%]
VNA0012027	Billy Bettis  HP:[%]
VNA0012028	Pablo Miller  HP:[%]
VNA0012029	Mean Sonofabitch  HP:[%]
VNA0012034	Cashier  HP:[%]
VNA0012124	April Martimer  HP:[%]
VNA0012159	Dermot  HP:[%]
VNA0012160	Novac Settler  HP:[%]
VNA0012161	Saint James  HP:[%]
VNA0012235	Wasteland Adventurer  HP:[%]
VNA0012288	Rex  HP:[%]
VNA0012355	Emily Ortal  HP:[%]
VNA0012367	Dusty McBride  HP:[%]
VNA0012454	Bodyguard  HP:[%]
VNA0012461	Old Ben  HP:[%]
VNA0012471	Sergio  HP:[%]
VNA0012486	Securitron Gatekeeper  HP:[%]
